curve_ID,response_type,new name,response_type_group,treatment_1_type,treatment_1_group,treatment_2_type,treatment_2_group,experiment_design_notes
251,aerobic-scope,aerobic-scope,metabolic,NA,NA,NA,NA,"European perch were acclimated at 18 °C, fasted for 24 h, and then tested at 5–27 °C using intermittent-closed respirometry. Maximum metabolic rate (MMR) was measured after fish were hand-chased to exhaustion and placed in respirometers, while standard metabolic rate (SMR) was taken as the lowest 10% of oxygen consumption values recorded during ~48 h post-exercise. Aerobic scope was calculated as MMR − SMR at each temperature."
257,metabolic-scope,aerobic-scope,metabolic,Acclimation,23,NA,NA,"The same respirometers were used to measure oxygen consumption. Standard metabolic rate (resting), maximum metabolic rate (after exhaustive exercise), and metabolic scope (difference between the two) were determined."
258,metabolic-scope,aerobic-scope,metabolic,Acclimation,29,NA,NA,"The same respirometers were used to measure oxygen consumption. Standard metabolic rate (resting), maximum metabolic rate (after exhaustive exercise), and metabolic scope (difference between the two) were determined."
259,metabolic-scope,aerobic-scope,metabolic,Acclimation,23,NA,NA,"The same respirometers were used to measure oxygen consumption. Standard metabolic rate (resting), maximum metabolic rate (after exhaustive exercise), and metabolic scope (difference between the two) were determined."
260,metabolic-scope,aerobic-scope,metabolic,Acclimation,29,NA,NA,"The same respirometers were used to measure oxygen consumption. Standard metabolic rate (resting), maximum metabolic rate (after exhaustive exercise), and metabolic scope (difference between the two) were determined."
265,oxygen-consumption-rate,embryonic-metabolism,metabolic,Acclimation,-1,NA,NA,"They measured oxygen consumption of 18 embryos repeatedly at −1, 2, 4, 6, and 8 °C using sealed 24-well microplates with oxygen sensor spots in a temperature-controlled water bath. Oxygen decline was recorded every 2 min, with blanks run in parallel, and measurements adjusted for sensor stabilization, background respiration, and embryo water displacement. Rates were converted to **nmol O₂ h⁻¹ per individual** to build SMR thermal performance curves."
266,oxygen-consumption-rate,embryonic-metabolism,metabolic,Acclimation,2,NA,NA,"They measured oxygen consumption of 18 embryos repeatedly at −1, 2, 4, 6, and 8 °C using sealed 24-well microplates with oxygen sensor spots in a temperature-controlled water bath. Oxygen decline was recorded every 2 min, with blanks run in parallel, and measurements adjusted for sensor stabilization, background respiration, and embryo water displacement. Rates were converted to **nmol O₂ h⁻¹ per individual** to build SMR thermal performance curves."
268,oxygen-consumption-rate,embryonic-metabolism,metabolic,Acclimation,4,NA,NA,"They measured oxygen consumption of 18 embryos repeatedly at −1, 2, 4, 6, and 8 °C using sealed 24-well microplates with oxygen sensor spots in a temperature-controlled water bath. Oxygen decline was recorded every 2 min, with blanks run in parallel, and measurements adjusted for sensor stabilization, background respiration, and embryo water displacement. Rates were converted to **nmol O₂ h⁻¹ per individual** to build SMR thermal performance curves."
269,oxygen-consumption-rate,embryonic-metabolism,metabolic,Acclimation,time0,NA,NA,"They measured oxygen consumption of 18 embryos repeatedly at −1, 2, 4, 6, and 8 °C using sealed 24-well microplates with oxygen sensor spots in a temperature-controlled water bath. Oxygen decline was recorded every 2 min, with blanks run in parallel, and measurements adjusted for sensor stabilization, background respiration, and embryo water displacement. Rates were converted to **nmol O₂ h⁻¹ per individual** to build SMR thermal performance curves."
292,aerobic-scope,aerobic-scope,metabolic,NA,NA,NA,NA,exposed to temperaatures for 3 days before testing - still considering acute
296,routine-respiration-rate,routine-metabolism,metabolic,NA,NA,NA,NA,"Oxygen consumption rates were measured for groups of schooling fish (n = 6–25) instead of individuals, because individually separated clupeids are hyperactive, lose scales and die due to stress (Hettler 1976; Blaxter and Hunter 1982). At the end of an experiment, fish were removed and rapidly killed by an overdose of anaesthetic (MS-222) and weighed individually (0.001 g accuracy). After fish were transferred into the respirometer chamber, they firstly showed very high oxygen consumption due to handling stress, i.e. acclimation phase. This initial phase was not included in the data analysis. The separation between acclimation and routine phase followed the procedure of Herrmann and Enders (2000). For calculations of metabolic rates, only data of the routine phase were used. Taking into account the chamber volume and the displaced volume of the fish, the actual oxygen uptake rate in one measuring interval in mgO2 h-1 of the fish group was calculated by linear regression of oxygen concentration on time. Only oxygen consumption rates with a regression coefficient [0.9 times the average of all regression coef- ficients (*0.97) were selected to calculate metabolic rates (Herrmann and Enders 2000). The total oxygen uptake was then divided by numbers of fish and fish wet weight after values for bacterial respiration were subtracted. Standard metabolism (RS) was calculated as the median of the lower 10% of the respiration rates in the routine phase over one experiment (Herrmann and Enders 2000). For the calculation of routine metabolism (RR), all oxygen consumption values of the routine phase have been used"
297,standard-respiration-rate,resting-metabolism,metabolic,NA,NA,NA,NA,"Oxygen consumption rates were measured for groups of schooling fish (n = 6–25) instead of individuals, because individually separated clupeids are hyperactive, lose scales and die due to stress (Hettler 1976; Blaxter and Hunter 1982). At the end of an experiment, fish were removed and rapidly killed by an overdose of anaesthetic (MS-222) and weighed individually (0.001 g accuracy). After fish were transferred into the respirometer chamber, they firstly showed very high oxygen consumption due to handling stress, i.e. acclimation phase. This initial phase was not included in the data analysis. The separation between acclimation and routine phase followed the procedure of Herrmann and Enders (2000). For calculations of metabolic rates, only data of the routine phase were used. Taking into account the chamber volume and the displaced volume of the fish, the actual oxygen uptake rate in one measuring interval in mgO2 h-1 of the fish group was calculated by linear regression of oxygen concentration on time. Only oxygen consumption rates with a regression coefficient [0.9 times the average of all regression coef- ficients (*0.97) were selected to calculate metabolic rates (Herrmann and Enders 2000). The total oxygen uptake was then divided by numbers of fish and fish wet weight after values for bacterial respiration were subtracted. Standard metabolism (RS) was calculated as the median of the lower 10% of the respiration rates in the routine phase over one experiment (Herrmann and Enders 2000). For the calculation of routine metabolism (RR), all oxygen consumption values of the routine phase have been used"
298,rate-of-oxygen-consumption,resting-metabolism,metabolic,Acclimation,NA,NA,NA,NA
299,rate-of-oxygen-consumption,resting-metabolism,metabolic,Acclimation,NA,NA,NA,NA
301,rate-of-oxygen-consumption,resting-metabolism,metabolic,Acclimation,NA,NA,NA,NA
302,oxygen-consumption,routine-metabolism,metabolic,Size,0+,NA,NA,"Oxygen consumption was quantified as part of a series of seven sequential temperature‐exposure trials conducted between 14 August and 24 September 2005. All fish were initially acclimated to 16 °C for three weeks before experimentation began. Each trial lasted six days and exposed fish to a fixed test temperature that increased by 2 °C increments across trials (18, 20, 22, 24, 26, 28 °C), except the final trial, which used 27 °C due to mortality at 28 °C. At the start of each trial, fish from two age classes (0+ and 2+) were randomly assigned to individual respirometers. For each age class, treatment fish were held in a tank system in which water temperature was increased to the target test temperature, while control fish remained at 16 °C.  All respirometers initially operated as open, flow-through systems. Once fish were placed inside, test-system water was gradually warmed by 2 °C over 2 h to reach the trial’s experimental temperature. Pre-measurement conditions - Behavioural monitoring occurred from days 1–3, after which fish were food-deprived for 42 h to ensure a postabsorptive state (avoiding digestion-related increases in metabolic rate). Oxygen consumption measurements began at 11:00 on day 5. For oxygen measurements, the respirometers were switched from flow-through to closed systems. Oxygen concentrations inside each chamber were recorded for a minimum of 90 minutes for individual fish."
303,oxygen-consumption,routine-metabolism,metabolic,Size,2+,NA,NA,"Oxygen consumption was quantified as part of a series of seven sequential temperature‐exposure trials conducted between 14 August and 24 September 2005. All fish were initially acclimated to 16 °C for three weeks before experimentation began. Each trial lasted six days and exposed fish to a fixed test temperature that increased by 2 °C increments across trials (18, 20, 22, 24, 26, 28 °C), except the final trial, which used 27 °C due to mortality at 28 °C. At the start of each trial, fish from two age classes (0+ and 2+) were randomly assigned to individual respirometers. For each age class, treatment fish were held in a tank system in which water temperature was increased to the target test temperature, while control fish remained at 16 °C.  All respirometers initially operated as open, flow-through systems. Once fish were placed inside, test-system water was gradually warmed by 2 °C over 2 h to reach the trial’s experimental temperature. Pre-measurement conditions - Behavioural monitoring occurred from days 1–3, after which fish were food-deprived for 42 h to ensure a postabsorptive state (avoiding digestion-related increases in metabolic rate). Oxygen consumption measurements began at 11:00 on day 5. For oxygen measurements, the respirometers were switched from flow-through to closed systems. Oxygen concentrations inside each chamber were recorded for a minimum of 90 minutes for individual fish."
304,aerobic-scope,aerobic-scope,metabolic,NA,NA,NA,NA,"Fish were collected and held in common tanks and fed for 1 month, then they were acclimated at 6 test temperatures for 1 month before running experiments on their oxygen consumption rate to get maximum and resting metabolic rates for each fish. Only difference is reported (aerobic scope). At the two higher test temperatures, the fish did not survive acclimation and so only data are available for 4 temperatures. fish were acclimated to test temepatures, then chased to exhaustion before respirometry for 15minute duration. ""Exposure duration"" as in, duration of time being chased was not given."
308,rate-of-oxygen-consumption,resting-metabolism,metabolic,,,NA,NA,NA
307,rate-of-oxygen-consumption,routine-metabolism,metabolic,,,NA,NA,NA
312,routine-resting-oxygen-consumption,routine-metabolism,metabolic,NA,NA,NA,NA,NA
319,aerobic-scope,aerobic-scope,metabolic,NA,NA,NA,NA,"Oxygen consumption (Mo₂) was measured using automated intermittent-flow respirometry in temperature-controlled water baths. Each respirometer had two loops: a closed loop with an oxygen sensor that logged dissolved oxygen every 2 seconds, and a flush loop used to replenish oxygen so levels stayed above 80% saturation. Metabolic rate was calculated only during the closed periods, because that’s when the fish’s breathing is the only thing causing oxygen to drop.  Absolute aerobic scope (AS) was calculated as the difference between MMR and RMR."
320,aerobic-scope,aerobic-scope,metabolic,NA,NA,NA,NA,"Oxygen consumption (Mo₂) was measured using automated intermittent-flow respirometry in temperature-controlled water baths. Each respirometer had two loops: a closed loop with an oxygen sensor that logged dissolved oxygen every 2 seconds, and a flush loop used to replenish oxygen so levels stayed above 80% saturation. Metabolic rate was calculated only during the closed periods, because that’s when the fish’s breathing is the only thing causing oxygen to drop.  Absolute aerobic scope (AS) was calculated as the difference between MMR and RMR."
321,maximum-metabolic-rate,maximum-metabolism,metabolic,NA,NA,NA,NA,"Oxygen consumption (Mo₂) was measured using automated intermittent-flow respirometry in temperature-controlled water baths. Each respirometer had two loops: a closed loop with an oxygen sensor that logged dissolved oxygen every 2 seconds, and a flush loop used to replenish oxygen so levels stayed above 80% saturation. Metabolic rate was calculated only during the closed periods, because that’s when the fish’s breathing is the only thing causing oxygen to drop.  To measure maximum metabolic rate (MMR), fish were chased to exhaustion and briefly air-exposed before being placed into the chamber. MMR was defined as the highest 3-min oxygen consumption rate recorded during any closed-loop period, which typically occurred immediately after the chase protocol."
322,maximum-metabolic-rate,maximum-metabolism,metabolic,NA,NA,NA,NA,"Oxygen consumption (Mo₂) was measured using automated intermittent-flow respirometry in temperature-controlled water baths. Each respirometer had two loops: a closed loop with an oxygen sensor that logged dissolved oxygen every 2 seconds, and a flush loop used to replenish oxygen so levels stayed above 80% saturation. Metabolic rate was calculated only during the closed periods, because that’s when the fish’s breathing is the only thing causing oxygen to drop.  To measure maximum metabolic rate (MMR), fish were chased to exhaustion and briefly air-exposed before being placed into the chamber. MMR was defined as the highest 3-min oxygen consumption rate recorded during any closed-loop period, which typically occurred immediately after the chase protocol."
323,resting-metabolic-rate,resting-metabolism,metabolic,NA,NA,NA,NA,"Oxygen consumption (Mo₂) was measured using automated intermittent-flow respirometry in temperature-controlled water baths. Each respirometer had two loops: a closed loop with an oxygen sensor that logged dissolved oxygen every 2 seconds, and a flush loop used to replenish oxygen so levels stayed above 80% saturation. Metabolic rate was calculated only during the closed periods, because that’s when the fish’s breathing is the only thing causing oxygen to drop. RMR calculation -- Because the two study sites used different protocols, all minimum metabolic rates were standardized as RMR. Lake Victoria fish underwent a chase protocol and required a longer recovery, so RMR was calculated from the lowest 10% of Mo₂ values collected during a 9-hour post-exercise period, excluding outliers. Lake Nabugabo fish were transferred into chambers without chasing and recovered more quickly, but only two low, stable Mo₂ values were available. Recovery tests (Nyboer & Chapman 2017) showed that Nile perch reached baseline metabolism after ~180 min post-chase and ~140 min post-transfer. To ensure comparability across lakes, only Mo₂ measurements taken after 140 minutes were used for RMR calculations in both datasets. For Lake Nabugabo fish, this corresponded to the two measurements collected after this threshold."
324,resting-metabolic-rate,resting-metabolism,metabolic,NA,NA,NA,NA,"Oxygen consumption (Mo₂) was measured using automated intermittent-flow respirometry in temperature-controlled water baths. Each respirometer had two loops: a closed loop with an oxygen sensor that logged dissolved oxygen every 2 seconds, and a flush loop used to replenish oxygen so levels stayed above 80% saturation. Metabolic rate was calculated only during the closed periods, because that’s when the fish’s breathing is the only thing causing oxygen to drop. RMR calculation -- Because the two study sites used different protocols, all minimum metabolic rates were standardized as RMR. Lake Victoria fish underwent a chase protocol and required a longer recovery, so RMR was calculated from the lowest 10% of Mo₂ values collected during a 9-hour post-exercise period, excluding outliers. Lake Nabugabo fish were transferred into chambers without chasing and recovered more quickly, but only two low, stable Mo₂ values were available. Recovery tests (Nyboer & Chapman 2017) showed that Nile perch reached baseline metabolism after ~180 min post-chase and ~140 min post-transfer. To ensure comparability across lakes, only Mo₂ measurements taken after 140 minutes were used for RMR calculations in both datasets. For Lake Nabugabo fish, this corresponded to the two measurements collected after this threshold."
325,routine-metabolic-rate-ramping,routine-metabolism-ramping,metabolic,NA,NA,NA,NA,"After SMR measurement, each fish underwent a thermal ramping test starting from its acclimation temperature. Water temperature was increased at 4 °C h⁻¹ and monitored continuously. At every 1 °C increment, routine metabolic rate (RMR) was measured over a 3–5 min cycle. Ramping continued until loss of equilibrium for ≥10 s"
326,aerobic-scope,aerobic-scope,metabolic,NA,NA,NA,NA,"Following the growth trial, each fish underwent automated intermittent-flow respirometry to measure oxygen consumption (ṀO₂). Four fish were tested simultaneously; measurements occurred over ~20 h per run, with cycling of temperature treatments to minimize timing biases. ṀO₂ was calculated from declines in chamber O₂ concentration during 4–8 min measurement cycles, with 1-min flush periods maintaining >80% air saturation. AS = MMR - SMR (both mass-corrected for each individual)."
327,maximum-metabolic-rate,maximum-metabolism,metabolic,NA,NA,NA,NA,"Following the growth trial, each fish underwent automated intermittent-flow respirometry to measure oxygen consumption (ṀO₂). Four fish were tested simultaneously; measurements occurred over ~20 h per run, with cycling of temperature treatments to minimize timing biases. ṀO₂ was calculated from declines in chamber O₂ concentration during 4–8 min measurement cycles, with 1-min flush periods maintaining >80% air saturation. Fish were exhaustively exercised by hand-chasing for 5 min in temperature-matched, air-saturated seawater. Within 30 s, fish were placed into respirometry chambers, and repeated ṀO₂ cycles were started immediately. MMR was taken as the highest ṀO₂ value recorded, almost always occurring in the first measurement cycle post-exercise."
329,standard-metabolic-rate,resting-metabolism,metabolic,NA,NA,NA,NA,"Following the growth trial, each fish underwent automated intermittent-flow respirometry to measure oxygen consumption (ṀO₂). Four fish were tested simultaneously; measurements occurred over ~20 h per run, with cycling of temperature treatments to minimize timing biases. ṀO₂ was calculated from declines in chamber O₂ concentration during 4–8 min measurement cycles, with 1-min flush periods maintaining >80% air saturation. After MMR measurements, fish remained in chambers overnight (>16 h). SMR was calculated as the mean of the lowest 10% of ṀO₂ values, using only measurement cycles with R² > 0.95 for O₂ decline."
330,resting-metabolic-rate,resting-metabolism,metabolic,NA,NA,NA,NA,"fish respirometry chambers the night before experiments to ensure post-absorptive status. Chambers were submerged in a temperature-controlled, aerated 300-L fiberglass tank set to each fish’s acclimation temperature, with black plastic sheeting used to minimize disturbance. Dissolved oxygen was maintained >95% saturation using air stones and, at warm temperatures, a wet-dry trickle column. Resting metabolic rate (RMR) was measured using intermittent respirometry, with alternating flush and sealed measurement periods. During each sealed period, water samples were taken at the start and end to determine PO₂ using a polarographic electrode; O₂ concentrations (mg O₂ L⁻¹) were calculated using established nomograms. Three measurement periods were completed per fish, and mean O₂ decline was used to calculate RMR. After trials, fish mass and length were recorded. RMR was expressed as a mass-independent rate, scaled using a 0.79 mass exponent."
331,maximum-metabolic-rate,maximum-metabolism,metabolic,NA,NA,NA,NA,Fish were acclimated to the trial temperature for ~36 h without feeding. Each fish was exercised to exhaustion and briefly air-exposed (~1 min) to induce maximal oxygen demand. Fish were placed into the respirometer immediately after exercise. MO₂ was measured continuously using intermittent-flow respirometry. MMR was taken as the single highest MO₂ measurement within the first 2 hours of being placed in the respirometer under normoxic conditions.
333,log-active-metabolic-rate,maximum-metabolism,metabolic,NA,NA,NA,NA,"Fish were sampled throughout each calendar season from the Colwater River in Quitman County, Mississippi. Fish were transported to the University of Mississippi and housed in similar conditions to the ones they were acclimated to in the field. Field temperatures (to which the fish were acclimated) were (from spring to winter): 21.3, 27.3, 16.2, and 6.7°C. In the lab, four temperatures and photoperiods were used for each season: 20°C & 12L:12D (spring); 27°C & 15L:9D (summer); 17°C & 12L:12:d (fall); 10°C & 10L:14D (winter). Fish were tested 1-4 days after capture. Specifically (again from spring to winter), the groups of fish were held for: 3.6, 1.4, 3.1, and 2.6 days. Swimming trials were conducted in a swim tunnel respirometer. Before testing, fish were allowed a 15-20 hour habituation period to the swim tunnel, during which the water velocity in the tunnel was 5 cm/s. During the swim experiment, overhead lighting in the swimming tunnel room remained on until the fish fatigued; therefore, some individuals experienced an additional 2-3 h of light. A variation of the standard critical swimming speed protocol described by Brett (1964) was applied. That is, a 30-minute rest period was allowed between each velocity increment such that the respirometer could be replenished with oxygen. The modified protocol began at a water velocity of 10 cm/s, followed by stepwise increases of 10 cm/s after successful completion of each bout. These increases continued until the fish fatigued. Each buffalo was only tested once. Ucrit was calculated as outlined by Brett (1964): ucrit = U1 + (U2)(t1/t2). VO2s were monitored for 1 hour at each speed increment until the fish fatigued. Active metablolic rates were measured, and standard metabolic rates were estimed by extrapolating the relationship between speed and VO2 to zero activity/zero swim speed."
334,metabolic-scope,aerobic-scope,metabolic,NA,NA,NA,NA,NA
335,standard-metabolic-rate,resting-metabolism,metabolic,NA,NA,NA,NA,"After determining MMR, fish remained in the respirometer for ~23–32 hours to recover. Intermittent-flow respirometry produced ~100–175 MO₂ measurements per trial. Background bacterial respiration was measured at the end of the trial and subtracted from all MO₂ values. The lowest 20% of MO₂ values (after recovery) were used to estimate SMR."
336,maximum-metabolic-rate,maximum-metabolism,metabolic,NA,NA,NA,NA,Fish were acclimated to the trial temperature for ~36 h without feeding. Each fish was exercised to exhaustion and briefly air-exposed (~1 min) to induce maximal oxygen demand. Fish were placed into the respirometer immediately after exercise. MO₂ was measured continuously using intermittent-flow respirometry. MMR was taken as the single highest MO₂ measurement within the first 2 hours of being placed in the respirometer under normoxic conditions.
337,metabolic-scope,aerobic-scope,metabolic,NA,NA,NA,NA,NA
338,standard-metabolic-rate,resting-metabolism,metabolic,NA,NA,NA,NA,"After determining MMR, fish remained in the respirometer for ~23–32 hours to recover. Intermittent-flow respirometry produced ~100–175 MO₂ measurements per trial. Background bacterial respiration was measured at the end of the trial and subtracted from all MO₂ values. The lowest 20% of MO₂ values (after recovery) were used to estimate SMR."
339,specific-daily-metabolic-demand,specific-daily-metabolic-demand,metabolic,NA,NA,NA,NA,NA
340,aerobic-scope,aerobic-scope,metabolic,NA,NA,NA,NA,NA
342,maximum-oxygen-uptake,maximum-metabolism,metabolic,NA,NA,NA,NA,"Fish were captured and allowed to recover overnight (>12 h). They were warmed to the test temperature at 2 °C h⁻¹, held 1 h, then chased to fatigue (≈4.4 min). After chasing, fish experienced ~1.3 min of air exposure, during which a small caudal blood sample (~200 µL) was taken. Fatigue was defined as not responding to touch for >5 s. Fish were immediately sealed into a 30-L intermittent-flow respirometer. MMR was calculated from the steepest decline in dissolved oxygen during any measurement period using an automated algorithm."
343,minimum-oxygen-uptake,resting-metabolism,metabolic,NA,NA,NA,NA,"Once in the respirometer, fish recovered for at least 18 h. SMR was taken as the lowest 25% of metabolic rate measurements recorded after the first 12 h of recovery."
346,aerobic-scope,aerobic-scope,metabolic,NA,NA,NA,NA,NA
347,maximum-metabolic-rate,maximum-metabolism,metabolic,NA,NA,NA,NA,Temperature changes (2 °C h⁻¹) were applied directly in housing tanks using chilled and heated seawater input plus submersible heaters. Fish remained at each target temperature for at least 30 min before measurements. a 3-min exhaustive chase followed by 1 min of air exposure. Fish were then immediately placed into the respirometry chamber. The highest 3-min MO₂ value recorded during the first closed measurement period 
348,resting-metabolic-rate,resting-metabolism,metabolic,NA,NA,NA,NA,"Temperature changes (2 °C h⁻¹) were applied directly in housing tanks using chilled and heated seawater input plus submersible heaters. Fish remained at each target temperature for at least 30 min before measurements. After MMR measurements, fish remained in chambers overnight on automated flush–measure cycles (15-min cycles with flush/measure durations adjusted for fish mass, chamber volume, and temperature). Each fish yielded > 60 MO₂ measurements. RMR was calculated from the lowest stable measurements recorded during the overnight period after fish had fully recovered."
361,log-metabolic-scope,aerobic-scope,metabolic,NA,NA,NA,NA,"Fish were sampled throughout each calendar season from the Colwater River in Quitman County, Mississippi. Fish were transported to the University of Mississippi and housed in similar conditions to the ones they were acclimated to in the field. Field temperatures (to which the fish were acclimated) were (from spring to winter): 21.3, 27.3, 16.2, and 6.7°C. In the lab, four temperatures and photoperiods were used for each season: 20°C & 12L:12D (spring); 27°C & 15L:9D (summer); 17°C & 12L:12:d (fall); 10°C & 10L:14D (winter). Fish were tested 1-4 days after capture. Specifically (again from spring to winter), the groups of fish were held for: 3.6, 1.4, 3.1, and 2.6 days. Swimming trials were conducted in a swim tunnel respirometer. Before testing, fish were allowed a 15-20 hour habituation period to the swim tunnel, during which the water velocity in the tunnel was 5 cm/s. During the swim experiment, overhead lighting in the swimming tunnel room remained on until the fish fatigued; therefore, some individuals experienced an additional 2-3 h of light. A variation of the standard critical swimming speed protocol described by Brett (1964) was applied. That is, a 30-minute rest period was allowed between each velocity increment such that the respirometer could be replenished with oxygen. The modified protocol began at a water velocity of 10 cm/s, followed by stepwise increases of 10 cm/s after successful completion of each bout. These increases continued until the fish fatigued. Each buffalo was only tested once. Ucrit was calculated as outlined by Brett (1964): ucrit = U1 + (U2)(t1/t2). VO2s were monitored for 1 hour at each speed increment until the fish fatigued. Active metablolic rates were measured, and standard metabolic rates were estimed by extrapolating the relationship between speed and VO2 to zero activity/zero swim speed."
380,excess-post-excercise-oxygen-consumption-response,excess-post-excercise-oxygen-consumption,metabolic,NA,NA,NA,NA,"The fish were placed in the respirometer chamber and were allowed to acclimate for 1 day before the experiment. The preexercise MO2 was then measured. The fish were removed from the chambers and exercised by chasing them manually for 5–10 min until they were exhausted in a circular container (the outside diameter was 104 cm, and the inside diameter was 56 cm; the maximal water speed was approximately 80 cm s-1). Following exercise, the fish were returned to the chambers. The MO2 was measured at 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55 and 60 min post-exercise. The pre-exercise MO2 was defined as the oxygen consumption before exercise; the MO2peak was defined as the observed maximum MO2 during the exercise recovery process; duration was defined as the time from exercise to when post-exercise MO2 was not significantly different from pre-exercise MO2; and the EPOC magnitude was determined to be the excess oxygen consumption above the pre-exercise MO2 during the recovery process. When the first EPOC (EPOC1) was complete, fish was chased individually to exhaustive again, and the second EPOC (EPOC2) was immediately measured. Therefore, the recovery period of EPOC2 was also 60 min. The same method that was used for EPOC1 was used for EPOC1"
384,repeat-excess-post-excercise-oxygen-consumption-response,repeat-excess-post-excercise-oxygen-consumption,metabolic,NA,NA,NA,NA,"The fish were placed in the respirometer chamber and were allowed to acclimate for 1 day before the experiment. The preexercise MO2 was then measured. The fish were removed from the chambers and exercised by chasing them manually for 5–10 min until they were exhausted in a circular container (the outside diameter was 104 cm, and the inside diameter was 56 cm; the maximal water speed was approximately 80 cm s-1). Following exercise, the fish were returned to the chambers. The MO2 was measured at 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55 and 60 min post-exercise. The pre-exercise MO2 was defined as the oxygen consumption before exercise; the MO2peak was defined as the observed maximum MO2 during the exercise recovery process; duration was defined as the time from exercise to when post-exercise MO2 was not significantly different from pre-exercise MO2; and the EPOC magnitude was determined to be the excess oxygen consumption above the pre-exercise MO2 during the recovery process. When the first EPOC (EPOC1) was complete, fish was chased individually to exhaustive again, and the second EPOC (EPOC2) was immediately measured. Therefore, the recovery period of EPOC2 was also 60 min. The same method that was used for EPOC1 was used for EPOC1"
394,oxygen-consumption-rate,routine-metabolism,metabolic,NA,NA,NA,NA,"The fish were divided into 4 experimental groups of 32 - 36 fish. The temperature was ramped by 1°C/day (starting from 20°C) until the experimental temperatures were reached: 15, 20, 25, and 30°C. The fish were allowed to acclimate to their temperatures for 30 days before trials. In each swimming trial, a fish was placed in the experimental arena and left to habituate for 24 h. Fish stress was avoided by controlling the equipment remotely. Before the formal Ucrit experiment, each group’s critical swimming speed (Ue) was predicted. A healthy and uninjured juvenile fish was placed in the swimming area and adapted at a low velocity of less than 0.5BL/s for 2h. The velocity was increased by 0.4BL/s every 2 min until the fish became fatigued and stopped moving. The △U (15% Ue) during the formal experiment was determined accordingly. When formal experiments were started, a juvenile fish was placed at a velocity of 0.5 BL/s for 30 min and then adjusted by 0.5 BL/s every 5 min, and 15% Ue was increased every 30 min after the 60% predicted value until the fish reached a state of exhaustion. The results were recorded, and the critical swimming speed (Ucrit) was calculated. The calculation formula is as follows: Ucrit = Ui - 1 + (T/△T ) x △U, where Ui-1 indicates the sub-high swimming speed of the fish before exhaustion. T indicates maximum swimming speed duration of the fish (less than 30 min), △T indicates 30 min, △U indicates 15% Ue predicted value, Urcrit indicates relative critical swimming speed, and BL indicates the fish body length. Maximum swimming speed was measured using the incremental flow velocity method. A fish was placed in the swimming area and habituated to a flow velocity of 0.5BL/s for 2 h. The flow velocity was gradually adjusted to 1BL/s, then was increased by 0.05 BL ever 15 s until the fish was fatigued and stopped swimming. The flow velocity at this point was considered to be the fish's maximum swimming speed. Tail beat frequency was calculated by replaying video footage and using the formula TBF = TBT/T, where TBT is the tail beat frequency of a fish during the observation and T is the time."
410,aerobic-scope,aerobic-scope,metabolic,CO₂/pH,1170,NA,NA,"Fish were caught in 2013 and acclimated for approx. 4 months to different temp & CO2 conditions (temps 0, 3, 6, 8 and pPCO2 390 or 1170 uatm). Each treatment comprised of 12 individuals placed in 24L aquaria.  Swimming performance and respiration was measured once fish were acclimated for four months."
411,aerobic-scope,aerobic-scope,metabolic,CO₂/pH,390,NA,NA,"Fish were caught in 2013 and acclimated for approx. 4 months to different temp & CO2 conditions (temps 0, 3, 6, 8 and pPCO2 390 or 1170 uatm). Each treatment comprised of 12 individuals placed in 24L aquaria.  Swimming performance and respiration was measured once fish were acclimated for four months."
412,maximum-metabolic-rate,maximum-metabolism,metabolic,CO₂/pH,1170,NA,NA,"Fish were caught in 2013 and acclimated for approx. 4 months to different temp & CO2 conditions (temps 0, 3, 6, 8 and pPCO2 390 or 1170 uatm). Each treatment comprised of 12 individuals placed in 24L aquaria.  Swimming performance and respiration was measured once fish were acclimated for four months."
413,maximum-metabolic-rate,maximum-metabolism,metabolic,CO₂/pH,390,NA,NA,"Fish were caught in 2013 and acclimated for approx. 4 months to different temp & CO2 conditions (temps 0, 3, 6, 8 and pPCO2 390 or 1170 uatm). Each treatment comprised of 12 individuals placed in 24L aquaria.  Swimming performance and respiration was measured once fish were acclimated for four months."
414,standard-metabolic-rate,resting-metabolism,metabolic,CO₂/pH,1170,NA,NA,"Fish were caught in 2013 and acclimated for approx. 4 months to different temp & CO2 conditions (temps 0, 3, 6, 8 and pPCO2 390 or 1170 uatm). Each treatment comprised of 12 individuals placed in 24L aquaria.  Swimming performance and respiration was measured once fish were acclimated for four months."
415,standard-metabolic-rate,resting-metabolism,metabolic,CO₂/pH,390,NA,NA,"Fish were caught in 2013 and acclimated for approx. 4 months to different temp & CO2 conditions (temps 0, 3, 6, 8 and pPCO2 390 or 1170 uatm). Each treatment comprised of 12 individuals placed in 24L aquaria.  Swimming performance and respiration was measured once fish were acclimated for four months."
